"Norvell Page / Grant Stockbridge","Army of the Damned","v28#1 Oct","1942","Popular Publications"
"Norvell Page / Grant Stockbridge","Zara-Master of Murder","v28#2 Nov","1942","Popular Publications"
"Norvell Page / Grant Stockbridge","The Spider and the Flame King","v28#3 Dec","1942","Popular Publications"
"Norvell Page / Grant Stockbridge","The Howling Death","v28#4 Jan","1943","Popular Publications"
"Norvell Page / Robert Turner","Secret City of Crime","v29#1 Feb","1943","Popular Publications"
"Norvell Page / Grant Stockbridge","Recruit for the Spider Legion","v29#2 Mar","1943","Popular Publications"
"Norvell Page / Robert Turner / Grant Stockbridge","The Spider and the Man from Hell","v29#3 Jun","1943","Popular Publications"
"Norvell Page / Robert Turner / Grant Stockbridge","The Criminal Horde","v29#4 Aug","1943","Popular Publications"
"Norvell Page / Robert Turner / Grant Stockbridge","The Spider and Hell's Factory","v30#1 Oct","1943","Popular Publications"
"Prentice Winchell (aka Stewart Stirling)","When Satan Came to Town","v30#2 Dec","1943","Popular Publications"
